timestamp,V,A,D,V_smooth,A_smooth,D_smooth
0.0,0.9082460999488831,-0.6427602767944336,0.13274291157722473,0.9082460999488831,-0.6427602767944336,0.13274291157722473
0.2,0.9151180386543274,-0.6412051320075989,0.13695645332336426,0.9122884168344385,-0.6418454857433544,0.1352214655455421
0.4,0.9226728081703186,-0.6622416377067566,0.130215585231781,0.9170301480380367,-0.6511587971421682,0.1329356754479343
0.6,0.921051561832428,-0.6861903071403503,0.11743062734603882,0.9186177571159645,-0.6649888445161052,0.12681445629992977
0.8,0.9479816555976868,-0.6825173497200012,0.13273215293884277,0.9292065921676115,-0.6713097507956826,0.12894842068596452
1.0,0.9237565398216248,-0.6931523680686951,0.11530208587646484,0.927353570293328,-0.6787362570068205,0.12430865664325375
1.2,0.9078692197799683,-0.715055525302887,0.09640684723854065,0.9209836770393108,-0.6906098815318632,0.1151868977537238
1.4,0.9361675977706909,-0.6861497759819031,0.12500891089439392,0.9258175143609829,-0.6891899963093701,0.11831375902580647
1.6,0.9164190888404846,-0.6994073987007141,0.10850584506988525,0.9228794241678491,-0.6923841110788956,0.1152476565444768
1.8,0.90203458070755,-0.6957663893699646,0.10313409566879272,0.9164441917415606,-0.6934282900373452,0.1115079508521077
2.0,0.929516613483429,-0.6595677733421326,0.1349744200706482,0.9204450278667684,-0.6830652233395714,0.11868990226359852
2.2,0.9072674512863159,-0.6596049070358276,0.12383127212524414,0.9164362685029585,-0.6759283448637458,0.12025396181960638
2.4,0.9194052815437317,-0.629287838935852,0.14505872130393982,0.9173356867899675,-0.6617992981499684,0.12776819431999953
2.6,0.891616940498352,-0.6568624377250671,0.11737725138664246,0.9095673764292459,-0.6603081265526693,0.12462962493828827
2.8,0.8536554574966431,-0.6542338728904724,0.09971079230308533,0.892713787298403,-0.6584771578173164,0.11711831474054334
3.0,0.8981002569198608,-0.6986810564994812,0.09970960021018982,0.8943351163363753,-0.6705785438742283,0.11187828623107349
3.2,0.8750937581062317,-0.7085736393928528,0.08326005935668945,0.8885492491748157,-0.6820036508148152,0.10327279918000026
3.4,0.9118548035621643,-0.7021744847297668,0.10484015941619873,0.895552319385779,-0.6880647709998285,0.1037437741929752
3.6,0.911422848701477,-0.7010429501533508,0.10518994927406311,0.900318911568957,-0.6919626679177263,0.10417812182561544
3.8,0.8999648094177246,-0.6978753209114075,0.10104474425315857,0.9002125960920588,-0.6937378802980205,0.10323735789701925
4.0,0.8647179007530212,-0.6817026734352112,0.09150761365890503,0.8895582365418864,-0.6901253004476436,0.09971646804712143
4.2,0.8880069851875305,-0.7010384202003479,0.09348428249359131,0.8890926791109552,-0.6934005169244869,0.09784608109323427
4.4,0.8700328469276428,-0.6453683972358704,0.11233222484588623,0.8833731640963481,-0.6789869362014112,0.10219311394746852
4.6,0.8830351233482361,-0.670511782169342,0.10626167058944702,0.8832717324395127,-0.6764439027943189,0.103413914822597
4.8,0.907968282699585,-0.6994511485099792,0.10425856709480286,0.890681691243857,-0.6833470022620244,0.10366734449091629
5.0,0.9264287948608398,-0.707518994808197,0.10945490002632141,0.9014068291491639,-0.690599280832101,0.10540377415853146
5.2,0.9155275225639343,-0.6638438105583191,0.12584185600280762,0.9056433155631254,-0.6825721122657568,0.1115356016486843
5.4,0.9319236874580383,-0.6533332467079163,0.13929522037506104,0.9135277898067993,-0.6738000490953089,0.11986387035574513
5.6,0.8902681469917297,-0.6303680539131165,0.12995004653930664,0.9065496722734703,-0.6607700309863481,0.12288982064356108
5.8,0.857595682144165,-0.6420233845710754,0.1077861487865448,0.891863144210025,-0.6551459102977963,0.11835861695611435
6.0,0.8312599658966064,-0.6428682208061218,0.09419587254524231,0.8736819038607851,-0.6514625453358627,0.11110967926246135
6.2,0.875464141368866,-0.6797791123390198,0.0978425145149231,0.8742165810183319,-0.6599576092586467,0.10712948587984267
6.4,0.8791847229003906,-0.6490254998207092,0.1150796115398407,0.8757070351056407,-0.6566779510722486,0.10951454201669611
6.6,0.8555904030799866,-0.6444747447967529,0.10555782914161682,0.869672012838241,-0.6530169693774814,0.10832752173037986
6.8,0.8464670777320862,-0.6502042412757874,0.09813141822814941,0.8627105059349052,-0.6521731477504191,0.10526867909224304
7.0,0.8743219375610352,-0.6244429349899292,0.12493950128555298,0.8661939446598861,-0.6438540618622955,0.11116994139879532
7.2,0.8490620255470276,-0.6494861245155334,0.09978795051574707,0.8610543593858707,-0.6455436837945627,0.10775533779565405
7.4,0.9057182669639587,-0.6844678521156311,0.11062520742416382,0.8744535490695089,-0.6572209494637165,0.10861629980289633
7.6,0.9166482090950012,-0.6819939613342285,0.11732712388038635,0.8871119585905329,-0.6646528597845173,0.111229549403008
7.8,0.9103003740310669,-0.6886706352233887,0.11081486940383911,0.89406848765178,-0.6718581970036769,0.11110514532405168
8.0,0.9381584525108337,-0.6970853209495544,0.12053656578063965,0.9072954830044558,-0.6794263375603817,0.1139345727220371
8.2,0.9382304549217224,-0.7092434167861938,0.11449351906776428,0.9165759774749039,-0.6883714641187677,0.1141022566780682
8.4,0.945309579372406,-0.702890932559967,0.12120932340621948,0.9251960599266205,-0.6927273056023624,0.11623437716212912
8.6,0.9074172973632812,-0.7064593434333801,0.10047897696495056,0.9198624303422828,-0.6968469175814205,0.11150775638043119
8.8,0.8759620785713196,-0.6932240128517151,0.09136903285980225,0.9066923234017015,-0.695760046046206,0.10546613867774769
9.0,0.8933279514312744,-0.6734595894813538,0.10993418097496033,0.9026830115102565,-0.6890699085756268,0.10680655146731487
9.2,0.9059857726097107,-0.6766026616096497,0.11469155550003052,0.9036738398920453,-0.6853297342897237,0.1091720528011608
9.4,0.8677935004234314,-0.6457284092903137,0.11103254556655884,0.8929097376563824,-0.6734493363538501,0.10973020065126611
9.6,0.8698585629463196,-0.6589881777763367,0.10543519258499146,0.8859943850656917,-0.6691109886691337,0.10844169819827905
9.8,0.8798125386238098,-0.6749275326728821,0.10244250297546387,0.8841398310997737,-0.6708559519016408,0.10664193959906645
10.0,0.864972710609436,-0.6915653347969055,0.08670368790626526,0.8783896948802824,-0.677068766848435,0.10066046401592377
10.2,0.8995526432991028,-0.6870113015174866,0.1062706708908081,0.884738579461878,-0.6800515272754359,0.10234352609322103
10.4,0.902064323425293,-0.6580864787101746,0.1219889223575592,0.8899363026829659,-0.6734620126652086,0.10823714500887867
10.6,0.9121795296669006,-0.6469939351081848,0.1325927972793579,0.896609270806961,-0.6655215893638138,0.11554384072157359
10.8,0.8877042531967163,-0.6475669145584106,0.12006866931915283,0.8939377655158124,-0.6601351869059114,0.1169012893049505
11.0,0.8833281993865967,-0.6221892237663269,0.1305694878101349,0.8907548956703131,-0.6487513979399494,0.12100174886518188
11.2,0.8639633059501648,-0.6259133219718933,0.11902499198913574,0.8827174187423642,-0.6418999751393849,0.12040872180148969
11.4,0.8819809556007385,-0.644062340259552,0.11895930767059326,0.8824964797996474,-0.6425486846761076,0.11997389756176993
11.6,0.8978526592254639,-0.6709275245666504,0.11346256732940674,0.8871033336307357,-0.6510623366494491,0.1180204984906433
11.8,0.8904207348823547,-0.6791071891784668,0.10565677285194397,0.888098554006727,-0.6594757924124286,0.11431138079714918
12.0,0.8784075379371643,-0.7015520930290222,0.08842772245407104,0.8851912491848243,-0.6720986826018956,0.10654628329146434
12.2,0.9413406252861023,-0.6912254095077515,0.12505760788917542,0.9020360620194009,-0.6778367006750807,0.11209968067216008
12.4,0.9100396037101746,-0.6633167862892151,0.12336140871047974,0.9044371245270514,-0.6734807263585619,0.1154781990842447
12.6,0.9035745859146118,-0.649374783039093,0.1270999014377594,0.904178362943288,-0.666248943361839,0.11896470979072439
12.8,0.8872807621955872,-0.6681021451950073,0.10958930850028992,0.899109082718545,-0.666804903911837,0.11615208940335389
13.0,0.8688854575157166,-0.636539876461029,0.11617279052734375,0.8900419951571544,-0.6577253956760519,0.11615829974055121
13.2,0.8581295609474182,-0.6284610629081726,0.1148342490196228,0.880468264893833,-0.6489460958453209,0.11576108452425607
13.4,0.8420884609222412,-0.6432886719703674,0.09939989447593689,0.8689543237020182,-0.6472488686827851,0.11085272750961657
13.6,0.8687408566474915,-0.6623496413230896,0.10319560766220093,0.8688902835856588,-0.6517791004749692,0.10855559155534478
13.8,0.8653331995010376,-0.6630553007125854,0.10113894939422607,0.8678231583602571,-0.6551619605463026,0.10633059890697724
14.0,0.8730798363685608,-0.6596797108650208,0.10670006275177002,0.869400161762764,-0.6565172856419317,0.1064414380604162
14.2,0.8668976426124573,-0.6835792064666748,0.09165921807289124,0.8686494060176667,-0.6646358618894117,0.10200677206412752
14.4,0.8710140585899353,-0.6803311705589294,0.09534144401550293,0.8693588017893508,-0.6693444544902902,0.1000071736495303
14.6,0.8717707991600037,-0.6834011673927307,0.09418481588363647,0.8700824010005491,-0.6735614683610369,0.09826046631975613
14.8,0.883582353591919,-0.717144787311554,0.0832187831401825,0.8741323867779699,-0.6866364640462235,0.09374796136587316
15.0,0.8776770830154419,-0.6696274876594543,0.10402479767799377,0.8751957956492133,-0.6815337711301842,0.09683101225951454
15.2,0.8892273902893066,-0.6618794798851013,0.11367395520210266,0.8794052740412464,-0.6756374837566523,0.10188389514229695
15.4,0.8836970925331116,-0.6166738271713257,0.13351163268089294,0.880692819588807,-0.6579483867810397,0.1113722164038836
15.6,0.8711562752723694,-0.5858922004699707,0.14263203740119934,0.877831856293874,-0.6363315308877064,0.12075016270308377
15.8,0.8687925338745117,-0.6128894686698914,0.12795153260231018,0.8751200595680643,-0.629298912222359,0.12291057367285257
16.0,0.9067617058753967,-0.6437404751777649,0.13151061534881592,0.8846125534602667,-0.6336313811089821,0.12549058617564232
16.2,0.8404430747032166,-0.6661459803581238,0.08714854717254639,0.871361709833149,-0.6433857608837265,0.11398797447471126
16.4,0.8765538930892944,-0.6756678819656372,0.10044300556182861,0.8729193648099928,-0.6530703972083011,0.1099244838008459
16.6,0.8860728740692139,-0.6649901270866394,0.11054137349128723,0.8768654175877594,-0.6566463161718029,0.11010955070797832
16.8,0.8936421871185303,-0.6671739816665649,0.11323410272598267,0.8818984484469911,-0.6598046158202318,0.11104691631337968
17.0,0.9033690094947815,-0.664085328578949,0.11964184045791626,0.8883396167613286,-0.6610888296478469,0.11362539355674077
17.2,0.8816054463386536,-0.6425248384475708,0.11954030394554138,0.8863193656345261,-0.6555196322877639,0.11539986667338101
17.4,0.8971337080001831,-0.6350938677787781,0.13101992011070251,0.8895636683442233,-0.649391902935068,0.12008588270457757
17.6,0.8724995255470276,-0.6660518050193787,0.10322386026382446,0.8844444255050644,-0.6543898735603613,0.11502727597235156
